pitcher,batter,events,launch_speed,launch_angle,spray_angle
664208,628317,out,83.6,-35,-29.0141610834716
573668,593871,out,106.3,15,27.5038330585169
501985,593934,b1,114.6,14,-39.2982509993186
621295,668227,b1,98.8,4,-9.64425062660896
605121,622682,b1,89,9,-27.6655686078275
594772,571912,out,61.5,-5,1.5759217637632
592644,642136,b2,106.6,20,37.0571221968483
656222,624577,out,107.8,4,6.22582906442577
493157,474568,out,97.6,-4,-38.6953794879909
665733,444482,b1,99.6,-5,4.63685496055076
623465,624413,out,96.6,59,50.3656761631737
572193,500874,out,85.6,24,-6.93776484698274
112526,546318,b2,105.9,17,29.5261096687067
592761,673490,b1,106.5,11,-24.4747532828403
664092,643217,b2,100.3,20,-34.3457654430539
605194,594838,b1,55.9,-49,-54.6744673888439
547179,606132,b2,93.8,24,-39.8307350786849
622446,608384,out,81.8,29,16.1211843611224
659275,519299,b1,93.3,-2,-23.9239549783243
594840,455104,b1,109.7,-5,4.78101767584573
596027,457759,b4,107.6,36,-45.7081935927392
650828,400085,out,82.9,-21,40.211323743646
665620,643265,out,103,-5,-8.33592438585909
433589,656716,out,88.8,39,-35.8396585940355
554430,640447,out,78.3,55,8.91007097110024
573186,596847,b1,106,8,-29.9624289826185
607391,596142,out,60.2,-4,-39.6218086983961
607074,503556,out,92.4,4,-22.8372779319798
502043,572365,out,95.8,32,-5.47726705908733
592716,608596,b1,100.4,10,25.1152866992829
552640,545341,b2,103,14,-13.4551512821558
605441,668227,out,80.3,27,-11.2210467564452
461872,543228,b4,101.7,27,16.3005362824855
642203,669222,out,101.6,31,-7.39093067649094
607644,641432,out,66.5,-24,19.5922818910515
407845,595284,out,67.6,-34,-14.9178654914497
608723,500871,b4,107.2,24,30.4459846569825
502190,450314,out,82.9,-21,40.0979577793727
657766,594777,b1,71,20,-10.2453564158205
554430,429665,out,43.3,-11,21.5523652643002
663556,666971,out,78.6,25,25.9279289124752
641835,656537,out,76.3,-13,19.8422313627218
434538,488862,out,76.4,-16,-26.3906500870121
596295,624428,b1,82.7,20,-43.9769698113322
584171,606192,out,80,69,-15.1362479617578
607536,491676,out,59.8,-19,-17.048875350216
621097,664761,out,80.1,36,12.5683429497194
592426,666931,out,102.5,-5,-9.19607027873926
282332,460576,b1,95.9,9,5.38270927904852
592662,570799,out,82.5,49,-34.6827935062603
571760,621311,out,76.8,13,16.2146530535629
608718,641745,out,84.2,-4,-18.5756052411036
519141,572821,out,85.3,2,-37.9737212695214
571510,462101,out,80.9,64,40.9044091295815
621244,425783,b2,107.8,22,-16.8698441691018
664285,571771,b4,103.2,27,33.0522487500829
543475,553869,b2,112.2,2,-45.7356599840281
677976,570731,b1,83.5,14,31.9897592418153
519043,502054,out,76.6,0,-8.29140982881791
571945,543685,b1,99.3,0,1.3217860331004
543037,543768,b4,101.4,23,-21.9381103605531
606930,621035,out,70.7,-2,37.2658667090036
628317,621559,out,74.6,1,39.2151221058634
407793,400284,out,73.6,38,15.215749185997
518553,500743,out,100.7,-17,-17.4117802480109
545064,608348,out,54.5,-1,-18.1794509422808
605200,571927,out,78,-60,33.5639100332037
664092,500743,b1,96.5,7,-4.68581662449514
521655,628338,out,88.3,32,26.8408507675469
598264,624512,out,92.5,-17,18.3569423639541
621111,592351,b1,105.7,3,30.0910289823882
656420,543760,b1,70.1,21,20.0935550762308
660623,444482,out,110.7,0,10.2018425354958
425844,596115,out,91.8,35,26.1364792392556
608344,608324,out,100.2,-7,-35.36079403333
593958,542979,b2,82.4,9,-10.3393150018193
502042,444876,out,88.5,3,-15.3995424815287
642571,657145,b1,89.5,15,27.6943915931416
676596,606115,out,87.9,-35,-27.5835355247911
571510,488771,out,102.2,18,-30.6137138811
664192,592122,b1,90.3,-17,-3.80704553982027
571578,608061,out,86.5,48,-28.8360939707313
453268,608369,out,96.4,26,-0.268112908671855
502748,452678,out,91.4,35,15.9587462439625
547942,592206,b4,108.1,25,-11.4012984420212
554430,435559,out,59.2,31,-16.054855356084
453385,546991,b1,103.6,-1,24.7654653543281
518586,665742,out,96.7,26,-28.4432048124913
594840,516416,b2,93.2,-7,45.5249158792941
607192,666182,out,98,17,38.1003886254822
519294,592885,b1,82.6,25,-26.9345462112665
594027,571740,b2,92.6,-4,46.3777299175479
542881,656555,b1,106.1,7,-28.6389578249368
451661,572041,out,90.5,40,-17.3963229340592
571882,435079,b2,74.3,27,46.2009849802151
434378,519346,b4,93.9,33,-38.4928312370145
642232,624415,out,93.8,34,22.0956014673169
666120,642731,out,103,-1,-25.3357828940799
643327,435522,out,49.7,-77,-6.10348515375435
608379,622534,b1,99.8,14,-23.4561144354456
628317,553988,out,80.2,34,40.7139559346293
605347,657077,b2,94.5,-21,42.4835026753671
666120,664761,b1,83.1,21,-5.49347416679662
592426,664023,b1,108.1,9,-21.2999412774649
606424,665742,b2,101.9,25,42.7160756572241
571901,641313,b1,101.9,11,0.626426326567228
605151,543510,b1,103.2,-11,-1.1332319292652
592644,518792,out,101.6,40,42.8789036033385
657277,657006,out,104.7,-7,-26.6054097847584
606160,643418,out,95.4,27,-6.36379194483324
579328,514917,out,91.9,-15,-31.8114974123169
519293,543877,b1,102.9,19,-34.8393733159215
593974,664068,b4,99.4,25,35.4118269630782
453343,595751,b1,83.5,16,19.938840657032
519263,623182,out,58.7,16,-21.1293342371942
433587,621566,b1,88.3,16,42.9122003085036
656685,622534,out,87.7,49,53.5533251098119
595465,605113,out,85.1,-43,24.2515428386611
592473,592696,b1,98.1,-15,-39.7300107264251
657610,543510,out,73.9,-33,-31.3411936250855
467100,594807,out,82.9,-21,-7.00708930090224
592826,500874,out,63.7,46,12.666592211794
606160,594838,b1,68.5,19,38.8760965740007
571578,435622,out,88.1,1,-19.9549185679041
434442,624428,out,89,-16,30.7886014952336
493200,593428,out,73.1,-1,-11.0739058811737
502706,643327,out,93.2,-22,-21.5203004406115
621141,595751,out,103.4,18,27.2309045002671
453178,596146,out,77,5,-32.8301425563579
461829,457763,out,71,0,-26.5110367886364
453268,669256,b1,76.5,21,30.0913679037336
608665,643289,b1,81.5,-23,-0.357984820451719
502748,656305,out,101.7,-17,23.9657363596334
642226,571912,out,96,4,48.0816774307229
643316,595777,b1,78.5,21,29.9019201787838
593334,656811,out,62.1,-24,19.5852643932505
663554,660162,out,84.4,-20,6.31470691734216
596057,503556,b1,100.4,15,-7.3474728374633
506433,571448,b4,104.9,33,-28.4765838183883
641755,592656,b1,88.7,-27,33.2559906919675
592135,575929,out,92.6,60,52.1022713789138
435400,452254,b1,110.5,11,-4.53731022414589
656427,518792,out,83.2,-6,18.2436391576757
580792,435622,out,78.7,-3,40.879630707417
572362,594694,out,86.8,17,27.8318866085275
432934,434567,out,89.6,3,-37.2112635889345
660271,593428,out,84.3,29,1.55728090783929
642231,592450,out,68.7,-3,28.5258330070449
521230,621043,out,87.3,25,-28.7900627888822
112526,500871,out,82.1,26,-18.9482353054693
650644,622682,out,77.6,-21,44.8400556215459
542881,608348,out,89.8,-20,0.768165540141692
641582,543309,out,79.6,-12,-33.3944135798653
642100,570267,b1,104.4,4,-35.7470876983696
605200,593871,out,76.2,-19,38.98393073567
593958,670032,out,84.8,41,-26.7662976837254
595001,593428,out,79,-16,10.1365220724052
502202,592696,out,98.6,32,6.91866516237174
607219,606115,out,89.1,19,-21.1450088172927
433587,476704,out,95.1,-4,32.7957963167391
628317,592325,out,77.3,47,-3.37984456084271
570240,656305,out,105.2,5,-24.2376298653439
664285,624431,out,93.8,2,-41.0652179436306
622253,668670,out,88.1,64,26.6072424651169
592229,605548,out,86.9,-5,-28.9776160080077
407845,593643,b1,93.6,-10,-0.191855674196828
596057,657557,out,94,42,9.11670509746566
453562,545121,out,82.9,-21,18.9257199084022
112526,501659,b1,101.8,7,30.7675576445803
641838,666971,out,92.9,35,-22.484730901538
571871,457803,out,90.9,20,-21.8119421213347
527054,592325,out,106.1,-4,40.7514412094835
592866,519306,out,85.2,-18,-28.1973075761141
458924,624428,out,98.4,-1,-7.34710322782203
642098,570560,out,95.2,18,-3.21152635794318
608718,467055,out,66.9,-20,-28.2310488674414
606160,519317,out,87.5,-2,-22.1068031092423
430641,571602,b4,114,21,-24.7567156333964
605446,519306,b2,100.4,19,-26.7004188188737
573124,608070,out,89.2,39,43.1433127255937
434378,476704,out,84.8,-2,49.4147652766556
668676,650391,b2,108.9,20,4.91461836240777
656887,645277,b1,92.8,15,17.8018720514909
592804,543807,b1,85.8,6,-26.2830934678679
605388,446263,b2,90.2,-13,44.4034358287996
641907,656371,out,74.8,31,-26.3745862004265
621389,435622,out,74.8,63,-22.745888454658
434628,408045,out,83.9,-21,29.7572575316591
476454,621043,b1,71.4,19,-13.6960642307851
658551,641531,out,95.7,-19,-21.957009494054
456501,571875,out,73.5,3,11.6037733627581
628711,467055,out,55.8,-6,16.098084058529
543606,521692,out,89.8,45,36.277095914286
656186,136860,out,80,69,-65.4174335125073
607625,640447,out,98.3,18,-32.9345483360294
458681,543939,b1,79.8,19,8.41610840628603
435221,518792,b1,86.6,14,15.2982939725217
650496,669242,b2,102,9,11.3715399768052
607457,518692,out,107.1,4,-0.866410771104641
642545,596129,b4,106.7,29,21.1428663087882
656977,572191,out,99.8,33,5.63221878089176
592662,664034,b1,107.2,12,-37.3924185249218
493247,572821,out,43.4,-37,-30.0818786416497
605182,596146,b4,106.9,28,14.4297005372855
452027,641820,out,82.9,-21,-11.1168736705479
640444,592178,out,82.4,-7,-26.7531477960248
669618,543068,out,98.8,-15,-28.1379953806954
542947,572039,out,98.1,-9,-39.8987319090756
672335,519299,out,91.3,-8,-14.9245041816233
500779,541650,b1,42.9,-41,-55.4437555794683
433589,600303,out,97.8,-10,0.752777649090506
621244,600869,out,93.2,-22,3.47021925835366
592761,621035,b1,99.8,3,-29.5223839258579
607259,622194,b1,85.6,-3,9.54763350651141
601713,594809,out,82.9,-21,37.4776410765388
623149,624428,b1,98.1,5,38.8435080235241
572140,462101,b1,99.4,7,-5.20222968335051
460283,519299,out,71.9,35,37.7912761117014
543135,670351,out,92.7,36,-4.84842751249424
607237,643217,b1,72.3,24,-41.2353033521971
607625,458015,out,101.1,31,3.45064617747974
518774,520471,b1,84.7,1,36.0637992072195
592767,596103,b3,103.5,30,22.0173968872732
592346,474832,b1,107.4,9,14.8138903585023
527055,514917,out,99.9,21,-0.238132789745967
605130,518934,out,85,40,29.4301048167736
606303,621563,b1,74.4,30,-8.75684548748082
663423,475582,out,80.8,-39,-30.2315596780106
425844,488671,out,97.3,1,25.2494297345049
453385,546991,b1,83.7,-3,-5.22621163043533
605242,595909,b2,93.1,12,46.5088702931096
474699,607043,out,43.4,-42,42.5708603530618
605240,443558,out,89,-24,-43.2043778829585
433587,458731,b3,105.7,6,46.6226877945323
607237,467793,out,83.3,-3,6.93033063755251
572971,443558,b1,112.3,-2,-8.68182544184665
608678,663647,out,65.8,-39,-16.647696088196
621295,516416,out,92.4,26,13.0362066235568
592390,641857,b4,109.3,23,12.3920514142376
462515,592663,out,79.6,24,-22.2294907219534
608371,573135,out,80,69,-75.8052623872091
502188,571506,out,82.9,-21,45.2947666830704
664141,623520,out,106,4,-19.4080986124116
476451,544931,out,85,-19,-34.673909268391
502154,543484,out,85.1,-20,-21.0849428662315
570666,572039,out,101.8,20,32.6578431342105
474463,640457,out,101,38,-14.434312608456
527054,542303,out,48.4,20,-29.3638232865008
572096,500208,out,64.9,33,0.898349382095088
664062,641857,out,108.6,-7,-7.06512680252069
502239,571718,b2,89.7,26,-16.2224748765187
645261,621011,b1,91.8,14,22.752703133508
502190,444379,b1,99.9,-4,6.79069072258041
656756,570731,b2,92.6,16,46.4001192901241
656186,520471,out,88.2,-32,-23.8301120433051
663465,663656,out,95.9,-1,19.1828930122106
489265,541650,b1,69.9,7,-1.54088337874257
425844,576397,b2,81.9,-11,-47.6773975647737
641154,640457,out,90.2,-26,45.7983138012711
502042,518626,out,107.1,-3,-28.8612581894454
542882,543105,out,87,45,-32.9180307320632
461325,596146,out,97.4,48,34.9962518443994
475479,640447,out,97.6,45,0.440500012222092
605194,605233,out,96.2,-4,-17.4356594153095
458681,571970,b2,106.9,11,38.8988957820215
491646,435522,out,98.5,31,-9.00074596948409
516714,608070,out,85.6,-5,-39.847151396669
593958,596146,out,80,69,41.1580397248737
434622,475174,b1,65.4,-3,-20.984631224426
476454,502110,out,102.4,0,-12.7049907456928
519144,446263,out,93.2,61,55.938292319219
593423,668731,out,75.1,11,-5.77738293743662
605154,435079,b1,95.5,0,-0.660425100775456
518715,443558,b1,98.7,-23,-27.890513656346
669060,543022,out,98.9,-18,31.2511234602224
434628,592206,b2,110.2,20,2.94341105626487
572125,664702,b1,99.5,6,-31.9523430560931
592836,546318,out,35.5,-51,-55.3086517274117
456701,407812,out,104.1,0,-38.7848707749185
621244,656305,out,86.4,27,31.3491307063047
434538,476704,out,98.7,-14,-4.04048272710235
593679,605548,b1,90.3,-17,26.9537290726338
643377,453281,out,65,-67,40.8673133768348
502042,435064,b1,58.3,23,-22.2342747767028
656302,608070,b1,105,13,36.586177557374
446399,444876,b1,93.3,11,26.384025990902
607259,572816,b2,61.4,34,-47.9076118032825
641835,643217,out,91.6,28,7.20400650660423
657141,624415,out,101.6,2,20.7978529369384
570632,575929,out,82.9,-21,-27.9962696786255
612672,502671,out,81,63,-9.98304663555433
451596,444482,out,94.9,33,-8.86892165199021
608650,669720,out,75.7,28,-18.3142357946694
501381,670623,out,83.4,45,56.7756415941134
493247,543308,out,48.3,24,-13.7382151385408
628711,656403,out,59.7,33,-12.9670839831213
605498,444482,out,94.4,-12,19.8071925814035
502004,458015,b1,95.4,14,7.43829185049761
608717,666158,out,89.8,1,10.363306940879
543243,621028,out,89,23,-20.4748528383679
628711,602074,out,91.7,46,29.2768031885959
543779,502671,b1,104.1,13,-20.5779200985485
592135,571740,out,92,-20,-18.5408232564904
630263,596142,out,88.1,21,-24.3135855642572
543294,520471,out,85.7,40,-36.2544596456334
448855,592192,out,67.1,-25,-43.0293098065692
647336,666182,b1,93.7,14,-16.6519769226811
663776,543401,b4,100.2,26,1.53608780669536
627894,516770,out,101,26,4.03213861208075
605507,624585,b1,90.9,6,-10.968520710643
656232,595777,b1,100.1,-7,-9.64756825620187
543901,643376,out,80,69,33.5999992079385
595881,596748,b1,108,12,-32.3012279773646
605452,595879,out,74.9,-16,-18.3943678888392
605452,665862,b1,86.3,14,8.59844241711749
474699,467827,b1,92.3,23,13.1649538252969
543193,500743,out,82.9,-21,14.2943792675186
596057,596129,b2,103.5,16,10.2507652075355
594987,500874,out,83.9,-9,-31.5692947392155
621368,657656,b1,107.5,-11,1.3066541457886
518876,606192,out,91,-14,-32.0370391266407
543022,446308,b1,102.9,2,36.7664149088285
640455,608577,out,82.9,-21,-8.41876137171081
606965,405395,b1,101.1,11,-36.2398074272029
608665,472528,b4,103.2,29,0.0693773154431107
656546,657557,out,74.3,-25,-22.374372773095
594835,501303,b4,102.2,28,-28.2932284416366
488768,592696,out,99.7,24,-10.1127834964474
641941,446334,out,101.5,15,33.1795833554387
502004,593700,out,73.2,-20,36.072874401339
519076,450314,b1,74.1,20,11.0012730177429
641394,544725,b2,98,-11,-47.7623963416565
608723,657077,out,96.2,8,44.1179341447691
656756,666971,out,88.8,57,42.8605461913309
605200,571697,out,97.1,-13,28.5258330070449
641838,650402,out,76.5,33,-30.7060561130733
571863,570799,out,94.6,38,18.4582946209608
605177,596143,b1,82.3,13,30.6294420794666
608648,641470,out,92.4,-9,21.2256545906956
666205,641645,out,77.4,11,13.8777785465039
547943,541650,b1,98.3,7,33.5646882532847
543734,543063,out,105.5,5,-9.45706989066151
642397,608070,out,80,69,43.734999096975
605498,570256,b2,93.8,15,41.3194775452482
606944,502110,b1,88.6,8,-28.0960663383491
453268,462101,out,91.9,41,-18.9527552067747
571760,500135,out,82.7,-14,-26.9518257876528
543766,643396,out,68.4,-18,11.9683730398429
605513,593160,b3,103.6,15,-5.73902128302373
605164,628338,out,92.4,6,-21.4453904308368
664129,669374,out,68.5,-32,-24.0664567876593
622491,543939,out,97.7,-14,17.1265338802308
592165,641531,out,82.9,-21,-1.64702866125874
605347,676801,out,79.6,-39,14.6804355479826
623352,669257,out,79.7,53,-0.716666968323618
544365,656185,out,83.5,-23,-10.1411235843044
592789,665742,out,89.5,-13,-15.7610796216082
606131,575929,b2,90.2,-13,-46.0739031105652
642571,546318,out,88.6,3,-8.84284879870694
592222,608385,out,62.5,-47,-7.42684656846641
628317,453568,out,92.4,-6,30.3710691197386
621107,544931,out,80.6,20,4.30469752604197
448614,623182,b1,91.7,6,31.0558612768468
592879,514888,out,80.2,1,-16.2488630334082
570632,595879,out,78.1,29,16.7854090594015
579328,660271,b4,112.5,21,-11.6150678850838
502522,660670,b4,110.9,26,-29.6309887397755
527054,518618,b1,100.2,16,18.4761786883263
622491,570481,out,104.5,-30,-14.9769914146907
592826,519346,out,106.2,-10,25.6149075678134
607192,660162,out,83.9,-19,-0.365689891350698
434628,543401,out,100.8,28,-8.04068938145829
605151,430605,out,79.9,-6,-7.77686527899327
656529,643376,out,70.2,-13,-31.6545971042249
622663,475253,out,76.1,32,2.4958785885741
446099,435622,out,95.7,-24,-14.3307772016407
605130,543939,b4,92.3,36,36.8613166964658
430589,546991,b1,94.5,-2,-22.6293182237664
543699,546318,b2,105.1,5,13.062793388658
543734,518466,b1,90.9,-15,-32.5292590482465
493603,425877,out,80,69,22.4338620524018
452657,543401,out,80,69,-39.9896735808419
543294,425877,b1,99.8,1,-27.7634153440643
641745,666135,out,93.8,40,-46.9802900842076
605507,668804,out,100.4,29,-26.885126282969
657612,608331,out,53.4,-75,-11.9391469775044
425844,664058,out,89.3,0,-15.3259562266347
434628,592696,b1,88.6,-20,0.224903292954072
656288,664059,out,86.8,13,16.9470462401485
608648,519048,out,81.9,43,-35.0516467736579
643230,460026,out,79.6,-6,6.24099441849656
425844,641829,out,102.9,5,-19.9022452767733
607192,608597,out,98.4,18,-3.18594272636384
453343,608385,out,72.6,42,6.38398612959219
572971,543228,b1,80.1,16,-35.28615459848
607219,543768,out,93.9,51,-39.4158140920838
592390,592696,b4,105.1,37,31.5391423819843
453265,543333,out,46.2,-31,5.72815560001764
571760,460077,out,82,79,-89.9156174696787
517008,593160,b1,91.2,13,-35.9808208120063
446372,448602,out,73.3,36,-5.599441677277
608337,593160,out,95.4,33,-5.9645441582491
592789,570560,b1,104.3,12,33.9041352683512
621385,605480,b1,90.4,14,-22.4510225466065
543699,488768,b1,90.3,-17,34.7285194689816
502327,488726,out,97.7,17,-28.6916031081589
643511,663757,out,79.3,-33,33.7145006927346
608678,624428,b1,89.5,8,-16.0504665728659
477132,664058,b2,94.1,0,-48.3714227332217
545333,605137,out,85.6,-24,37.1842371311422
598271,607208,b1,72.6,35,11.248510038769
573127,457727,out,82.9,-21,-21.314051229339402
605397,431145,out,88.2,4,-17.6957829632552
597113,444482,out,97,-15,24.7106816930224
448306,455139,out,97,35,-2.41402295445133
448802,543829,out,82.9,-21,42.3842451245781
573109,434658,b4,96.9,30,-45.4189557860624
664299,457708,out,95.4,38,-22.1477064204087
607074,666182,out,93.2,-2,23.1838618660176
461829,451594,b2,96.9,24,-32.525958737235
641816,543257,out,84.7,35,1.1490588357206
453178,542340,b1,86.9,3,37.1711677532221
472610,542454,out,92.7,7,-13.2328004900166
621244,547989,out,106.7,-4,17.492979863737
592222,520471,b1,73.4,32,-37.5572987586639
518553,431145,b1,78.9,16,-28.1946826022431
429722,471865,out,88.3,34,-30.8739108983098
593140,546991,out,58.3,0,-16.8523679108118
642092,621002,out,63.8,-30,-38.069475597983
544931,501896,b1,102.5,-9,-4.60177058421799
622251,547989,b1,98.8,12,4.71753118879105
621076,669256,b1,42.7,-42,-30.6671971746479
641745,592696,b1,73.9,6,-29.3316438587305
445213,457727,b1,96.8,0,1.81064997393271
598271,592663,out,57.5,29,11.7532623227295
542585,650391,out,73.2,-14,-27.4328214284794
501957,571980,out,97,32,-21.9392047039729
433587,594953,out,109,7,24.0729619587511
543483,641432,out,99.3,-17,50.0540703598682
592826,475582,out,104.7,34,-1.59912807576638
608337,545358,out,70.8,-2,-16.467624786449
621244,542255,b1,94,5,38.2016494248015
518876,592178,b1,70.9,40,11.7339888885177
641682,665487,out,108.4,16,-4.16270576717453
571670,657557,out,31.9,8,43.7748454312851
543334,408045,b1,78.9,22,-22.4944827259962
641835,670032,out,71.3,-37,42.8838752532469
459429,664056,b1,90.3,10,-22.7694488156891
519455,443558,b1,73.3,25,35.4863834641266
607216,665489,out,117.1,-2,-24.2824613386231
643338,656775,out,92.6,29,18.4599670873846
502212,592669,out,64.1,-22,-18.7233165444238
594987,457763,b1,103.8,7,-10.9791052331582
462136,621439,out,80,69,-9.08881382572263
582494,425783,out,82.7,-7,45.4047061417234
500610,543877,out,76,36,34.1476011678542
608379,547989,out,80.1,2,-37.8092523841267
677651,657108,out,83.4,54,-25.0476558968636
622492,607043,b2,104.5,17,35.7575688011127
543135,608336,out,96,52,-10.2095853288597
601713,607208,out,86.1,37,1.00116287797255
543935,571912,out,100.5,18,1.77804671011874
502171,596847,b2,98.3,29,-23.2691589258214
527054,462101,b1,101.2,8,-0.454680878252285
606131,502054,out,106.1,-12,20.7855866341973
601713,407793,b1,89.5,-24,4.46286470258537
458677,572761,out,98,32,11.2943631530485
473879,500135,b4,107.8,20,27.0807695193577
656458,457708,out,90.9,52,36.1835093064168
592866,641553,out,104.6,-14,-20.7988749896455
621139,448801,out,97,2,32.0162092224433
501822,503556,b4,102.5,25,26.2714994365331
598264,596059,out,84.5,76,-42.2025449013844
621111,605119,out,82.9,-21,-36.3294717240902
518875,571437,b4,101.3,25,-23.3582656163574
573185,543401,out,93.8,38,-23.654603944066
596295,571697,out,87.7,43,-3.01796879764493
282332,434670,out,73.4,-37,-50.3836411563188
542882,457727,out,90.5,47,38.3710386114935
461829,645277,out,83.1,-22,-16.9263105586482
605400,502273,b1,98.3,11,11.54852149149
434671,660294,out,60.3,-50,0.966611898028446
543243,572041,out,69.7,-18,-18.6381244943884
592791,425877,out,64.5,-4,-27.5945141375253
518516,476704,out,82.5,65,47.870074645652
543031,628317,out,86.6,-21,-11.0834856714306
519144,605480,out,71.1,41,-31.5325398197608
643256,602074,out,60.3,-56,-65.2848824873357
659275,400284,b1,103.7,13,17.4863038488195
543294,621028,b2,103,9,-11.6129231953978
543169,650402,out,70.1,44,28.1876662496544
601713,596847,out,79.9,71,-25.6248895400847
519443,543685,out,101.9,0,-20.9599321619377
543548,608475,b1,75.4,24,-1.95538012922778
643338,656775,out,46.1,26,49.5318339675884
453286,660670,b4,108.4,37,-12.3479541030028
605182,596748,out,110.2,-22,-35.5215086826131
640455,592261,out,87.2,38,31.7573877275608
594987,609280,out,82.9,-21,-1.27067768686791
477132,542583,out,88,-14,-15.0914570015222
571951,596103,out,102,-17,37.7077685847687
570632,455976,out,65.1,8,37.809784872999
543294,615698,out,57.2,17,-11.8792683675532
621141,592407,b4,101.7,29,-20.6245605661592
477132,605397,out,84.5,-25,-32.492591063481
622491,595879,out,64.7,-22,-43.274035174041
657141,592669,b1,108.5,10,-24.6560945904859
506693,527054,out,93.3,-22,-20.4219646033964
606167,543257,b3,101,25,4.55611937109563
451596,501981,out,77.9,4,-16.7592288257002
542585,592325,out,63.9,57,-56.2351506808535
622491,592885,out,80,69,30.3891670718945
643327,519346,out,74.4,-34,38.1844063304665
554430,605170,out,98.9,-20,-14.3213482703573
673633,475174,b1,97.8,5,-25.3296952960365
596720,592669,b1,69.6,35,29.218078249143
621111,668942,out,66.2,-20,21.8237557330788
477132,491676,out,82.8,-13,-20.0196652433692
621244,596748,out,41.4,2,49.5910962532453
642528,595909,b1,91.9,17,35.5123948097047
465657,534606,out,80,69,37.209045982815
457915,457706,b2,105.5,15,-13.1588837903489
462136,429666,out,97,-15,57.5226467780305
493603,572041,b1,70.9,28,-2.90762533042359
462382,641857,out,83.9,42,-8.54329323916794
608331,542583,out,104.2,10,27.904311458197
572140,467793,out,64.2,-33,-50.3938173365863
596112,605113,out,83.7,51,0.0059838933999786
489119,623520,b2,99.7,14,38.7713272395509
622864,491696,b1,94.2,10,35.031155033801
672578,672284,out,85.7,-10,9.1623470457217
542882,516416,b1,97.3,14,-21.0689271189484
656738,664068,out,80,69,-32.6344355709463
663531,668804,out,79.8,43,22.7892198698637
475115,503556,b1,88.5,-2,-34.4124500482797
595465,547180,b4,106.5,33,-3.69797123207528
527054,444379,out,84.6,41,6.71009702902721
663474,664874,b4,102.1,32,3.5257626982995
501957,572365,out,58.9,-42,27.577008141008
527048,606299,out,69,38,31.523900520955
570632,519203,out,68.1,-4,14.8899997336398
543699,640447,b1,81.2,9,-34.4848642720267
543243,608577,out,82.8,59,-55.7650891609991
434442,545350,out,82.9,-21,-40.0551337079031
472610,545350,out,73.9,11,-13.2869694075372
592741,571506,out,76.3,-6,36.6156676910607
650644,544725,out,70.2,-56,42.5290070448007
573185,457803,out,83,-15,31.983865283864
491703,581527,out,94.7,52,26.4475544039319
592712,425783,out,80,69,-35.7362943922047
572971,643396,out,94.4,-2,-37.9245763945874
601713,455976,b1,101.2,-11,-26.9857437632073
663903,514888,out,101.8,22,7.20098881345375
451584,595978,out,87.6,24,26.3120103060176
543779,456665,out,99.6,35,-8.35452915953232
425844,542255,out,81.9,-12,42.1305834203825
502190,595879,out,106.1,31,11.4803022040806
650644,543257,out,102.7,36,6.03764488232401
622088,657061,out,85.3,56,-17.4913942152671
594798,474832,out,91.7,55,-34.7564542705184
628711,516782,out,30.4,-52,-23.6998955775278
641540,571771,b1,102.1,12,30.7153232420041
502706,518934,out,82.3,49,44.3169942286398
543483,595956,out,85,-1,49.1152603421154
573186,502110,out,95.4,36,33.2804797263399
458681,605141,out,47.7,6,14.9724287790702
669203,663757,out,73.1,51,50.1763590901451
547888,545341,b2,109.4,15,-38.29426964051
676606,664058,out,87,2,-34.2326976399404
605541,649557,b1,80,20,-35.6506287247227
596133,450314,b2,103.2,10,49.4044679960808
543883,457708,out,97,41,28.67264054956
664854,592696,out,93.1,44,-33.1757132851676
605155,543281,b2,98.5,25,-16.3137670176336
571510,443558,out,96.1,-14,-0.0184527463871628
592135,644374,out,90.2,-10,4.46281847204051
622491,643265,out,90,25,30.8753047997537
451584,453943,out,99.8,-7,-37.155807739894
461872,593428,b1,92.4,9,-24.695975058026
488768,519048,out,83.3,8,-18.5673587742577
605276,645277,out,96.4,30,-28.1995652343667
605400,621512,b1,105.7,16,2.10577387197953
457918,435622,b2,109.7,3,-41.5799900411144
625643,488771,out,98.4,-2,28.0484094487349
608566,573262,out,87,-4,47.6242887023133
641816,572039,out,81.6,51,35.900565015168
572143,657077,out,94.8,46,-9.0727266519675709
584171,434158,out,71.8,26,-29.8080476747723
456501,543685,b2,89.2,12,-45.8041322149666
573064,519317,b4,96,27,-41.1663234629119
607231,622110,out,91.6,26,-20.4405961943106
445276,630105,out,52.1,8,38.3691977768428
451584,542583,out,84.1,23,-15.4656209156631
453385,605119,out,87.3,-27,-20.7052117516766
621397,660271,out,81.4,-7,40.5176549307307
643493,547170,out,97.2,19,-23.4961062355491
641838,572073,b1,90.3,-17,-29.3033663148507
453286,547004,out,82.9,-21,-5.5743087872087
571710,452678,out,97,9,-6.07657170390282
462136,501659,out,98.9,-16,-7.8954493985438
670970,606132,b1,77.7,18,-2.34800991447523
519381,607043,b3,106.8,9,49.3683788390992
461829,425784,b4,108.8,19,16.3314488740246
519240,608577,out,91.2,-21,-6.81686034963049
543243,451594,out,93,-28,-11.0650092454526
593140,622168,b1,98.4,-16,-32.7568703525206
468504,467827,out,89.2,39,-20.141616428976
543243,607208,out,84.1,60,38.6318540717115
593958,570256,b2,107,19,40.5870411759078
